Eccentricity,Area,IsVirusGood,ReasonVirusFailed,Virus,Temperature,FOV
0.570423794156919,18,0,"Edge",2006,25,1
0.63300652421273,30,0,"Zero Pixels",2006,25,1
0.610958500409594,17,0,"Zero Pixels",2006,25,1
0.339968748595182,28,0,"Zero Pixels",2006,25,1
0.483566466449174,208,0,">= Max Size",2006,25,1
0.458212945049322,57,0,">= Max Size",2006,25,1
0,21,1,"N/A",2006,25,1
0.585307459431919,45,0,">= Max Size",2006,25,1
0.253090554593949,31,0,">= Max Size",2006,25,1
0.196396101212395,14,1,"N/A",2006,25,1
0.507053010873068,35,0,">= Max Size",2006,25,1
0.532961987108789,21,0,"Zero Pixels",2006,25,1
0.797069825150242,64,0,">= Max Size",2006,25,1
0.787291448959024,13,0,"Zero Pixels",2006,25,1
0.532776543437186,110,0,">= Max Size",2006,25,1
0.66369443859001,28,1,"N/A",2006,25,1
0.528145503411863,35,0,">= Max Size",2006,25,1
0.491217355978626,13,0,"Zero Pixels",2006,25,1
0.472903607729549,12,1,"N/A",2006,25,1
0.933990396345738,107,0,">= Max Size",2006,25,1
0.652071200401997,14,1,"N/A",2006,25,1
0.443383140663568,21,0,"Zero Pixels",2006,25,1
0.611688023124498,47,0,">= Max Size",2006,25,1
0,12,0,"Zero Pixels",2006,25,1
0.403193607143757,39,0,">= Max Size",2006,25,1
0.657535505639407,10,0,"Zero Pixels",2006,25,1
0.559548168583699,76,0,">= Max Size",2006,25,1
0.196396101212395,14,1,"N/A",2006,25,1
0.606597946607022,115,0,">= Max Size",2006,25,1
0.231455024943138,10,1,"N/A",2006,25,1
0.611429250513635,14,0,"Zero Pixels",2006,25,1
0.196396101212395,14,1,"N/A",2006,25,1
0.555947065166863,97,0,">= Max Size",2006,25,1
0.504578167911817,59,0,">= Max Size",2006,25,1
0.45557492609446,28,0,"Zero Pixels",2006,25,1
0.454065553632226,88,0,">= Max Size",2006,25,1
0.68130976218264,52,0,">= Max Size",2006,25,1
0.615410349868673,171,0,">= Max Size",2006,25,1
0.533494348677851,30,0,"Zero Pixels",2006,25,1
0.73496450927458,21,0,"Eccentricity Big Particle",2006,25,1
0.593451132208749,27,0,"Zero Pixels",2006,25,1
0.36519336495331,29,1,"N/A",2006,25,1
0.398780396977718,10,1,"N/A",2006,25,1
0.505261716447085,93,0,">= Max Size",2006,25,1
0.683863021608074,20,1,"N/A",2006,25,1
0.648692862724933,16,1,"N/A",2006,25,1
0.76374718254939,197,0,">= Max Size",2006,25,1
0.587407799848354,10,1,"N/A",2006,25,1
0.719131003153973,15,0,"Zero Pixels",2006,25,1
0.412699238158475,88,0,">= Max Size",2006,25,1
0.909271943588143,65,0,">= Max Size",2006,25,1
0.633573131120442,28,1,"N/A",2006,25,1
0.516051334371075,88,0,">= Max Size",2006,25,1
0.268543077764787,20,0,"Zero Pixels",2006,25,1
0.697494500631404,13,0,"Zero Pixels",2006,25,1
0.47839528325838,11,1,"N/A",2006,25,1
0.434445478416895,12,1,"N/A",2006,25,1
0.472903607729549,12,1,"N/A",2006,25,1
0.4618802153517,15,1,"N/A",2006,25,1
0.589421137715381,19,1,"N/A",2006,25,1
0.182447530123776,14,0,"Zero Pixels",2006,25,1
0.717137165600636,20,0,"Eccentricity Big Particle",2006,25,1
0.505789614981344,13,1,"N/A",2006,25,1
0.529233285510994,78,0,">= Max Size",2006,25,1
0.196396101212394,14,1,"N/A",2006,25,1
0.471362556619427,17,1,"N/A",2006,25,1
0.400437713438065,32,0,">= Max Size",2006,25,1
0.610958500409594,17,0,"Zero Pixels",2006,25,1
0.492379661149175,46,0,">= Max Size",2006,25,1
0.537032299825054,104,0,">= Max Size",2006,25,1
0.566142012055756,24,0,"Zero Pixels",2006,25,1
0.600107228562879,37,0,">= Max Size",2006,25,1
0.440849119767151,116,0,">= Max Size",2006,25,1
0.751916860154261,34,0,">= Max Size",2006,25,1
0.445847675385156,58,0,">= Max Size",2006,25,1
0.472903607729549,12,1,"N/A",2006,25,1
0.821921670678894,17,0,"Eccentricity Big Particle",2006,25,1
0.334869203657898,96,0,">= Max Size",2006,25,1
0.68469019539811,11,0,"Zero Pixels",2006,25,1
0.651000635512484,19,1,"N/A",2006,25,1
0.449658175810546,100,0,">= Max Size",2006,25,1
0.654201771049599,28,1,"N/A",2006,25,1
0.535029351255803,14,0,"Zero Pixels",2006,25,1
0.437264693287244,94,0,">= Max Size",2006,25,1
0.763374410366846,11,0,"Zero Pixels",2006,25,1
0.378424461424022,70,0,">= Max Size",2006,25,1
0.231455024943138,10,0,"Zero Pixels",2006,25,1
0,12,1,"N/A",2006,25,1
0.196396101212394,14,0,"Zero Pixels",2006,25,1
0.585480607742869,23,1,"N/A",2006,25,1
0.340747394136593,26,0,"Zero Pixels",2006,25,1
0.53020162332231,225,0,">= Max Size",2006,25,1
0.613440521550176,110,0,">= Max Size",2006,25,1
0.305098412619887,177,0,">= Max Size",2006,25,1
0.196396101212394,14,0,"Zero Pixels",2006,25,1
0.204406149711643,21,0,"Zero Pixels",2006,25,1
0.288647295727437,17,1,"N/A",2006,25,1
0.505789614981344,13,1,"N/A",2006,25,1
0.571051554197847,12,1,"N/A",2006,25,1
0.526515424319731,80,0,">= Max Size",2006,25,1
0.664980881128403,29,1,"N/A",2006,25,1
0.899149418623445,421,0,">= Max Size",2006,25,1
0.505789614981344,13,0,"Zero Pixels",2006,25,1
0.571051554197848,12,1,"N/A",2006,25,1
0.651386201363807,68,0,">= Max Size",2006,25,1
0.378176690717568,29,0,"Too Many Regions, First Pass",2006,25,1
0.569215493823515,21,0,"Zero Pixels",2006,25,1
0.375143484079166,153,0,">= Max Size",2006,25,1
0,12,1,"N/A",2006,25,1
0.440105116731397,243,0,">= Max Size",2006,25,1
0.324645544289676,37,0,">= Max Size",2006,25,1
0.64306203190975,13,1,"N/A",2006,25,1
0.824168473632317,12,1,"N/A",2006,25,1
0.587407799848354,10,0,"Zero Pixels",2006,25,1
0.258109284021837,11,1,"N/A",2006,25,1
0.49835378950217,81,0,">= Max Size",2006,25,1
0.693910395232197,20,1,"N/A",2006,25,1
0.598625952432353,119,0,">= Max Size",2006,25,1
0.662370472252653,48,0,">= Max Size",2006,25,1
0.268543077764787,20,0,"Zero Pixels",2006,25,1
0.430586888823776,70,0,">= Max Size",2006,25,1
0.294304777848384,92,0,">= Max Size",2006,25,1
0.532961987108789,21,1,"N/A",2006,25,1
0.590292841832798,22,1,"N/A",2006,25,1
0.592257740151389,10,1,"N/A",2006,25,1
0.595605691429463,25,1,"N/A",2006,25,1
0.433792492192853,80,0,">= Max Size",2006,25,1
0.505789614981344,13,0,"Zero Pixels",2006,25,1
0.507375908659107,69,0,">= Max Size",2006,25,1
0.442537373511542,71,0,">= Max Size",2006,25,1
0.259138132890868,24,0,"Zero Pixels",2006,25,1
0.592306302930498,23,0,"Zero Pixels",2006,25,1
0.325033735933669,23,1,"N/A",2006,25,1
0.68469019539811,11,0,"Zero Pixels",2006,25,1
0.437440534121718,37,0,">= Max Size",2006,25,1
0.40817769091416,52,0,">= Max Size",2006,25,1
0.414667255046123,55,0,">= Max Size",2006,25,1
0.816955579430559,76,0,">= Max Size",2006,25,1
0.552974255836318,53,0,">= Max Size",2006,25,1
0.505789614981344,13,0,"Zero Pixels",2006,25,1
0.806798532962623,22,0,"Zero Pixels",2006,25,1
0.491217355978626,13,0,"Zero Pixels",2006,25,1
0.616966557637227,41,0,">= Max Size",2006,25,1
0.384633945785502,19,1,"N/A",2006,25,1
0.630126037812604,10,1,"N/A",2006,25,1
0.475626711397404,125,0,">= Max Size",2006,25,1
0.867175712502412,76,0,">= Max Size",2006,25,1
0.196396101212395,14,0,"Zero Pixels",2006,25,1
0.757793069668179,25,0,"Eccentricity Big Particle",2006,25,1
0.552633355742343,42,0,">= Max Size",2006,25,1
0.614636297152859,24,1,"N/A",2006,25,1
0.662709596044509,22,0,"Zero Pixels",2006,25,1
0.336163207369247,21,1,"N/A",2006,25,1
0.480122975754192,23,1,"N/A",2006,25,1
0.196396101212395,14,1,"N/A",2006,25,1
0.411914839463672,45,0,">= Max Size",2006,25,1
0.571479377164714,16,1,"N/A",2006,25,1
0.419573465503183,38,0,">= Max Size",2006,25,1
0.587407799848354,10,1,"N/A",2006,25,1
0.505789614981344,13,0,"Zero Pixels",2006,25,1
0.366242042814637,112,0,">= Max Size",2006,25,1
0.491217355978626,13,1,"N/A",2006,25,1
0.613509777539491,23,0,"Zero Pixels",2006,25,1
0.615157625293965,41,0,">= Max Size",2006,25,1
0.505789614981344,13,1,"N/A",2006,25,1
0.227983525971455,40,0,">= Max Size",2006,25,1
0.84258840406316,288,0,">= Max Size",2006,25,1
0.326942210991578,34,0,">= Max Size",2006,25,1
0.684476007672547,105,0,">= Max Size",2006,25,1
0.582247512335353,67,0,">= Max Size",2006,25,1
0.587407799848354,10,1,"N/A",2006,25,1
0.475270820628804,15,1,"N/A",2006,25,1
0.625162953246884,12,1,"N/A",2006,25,1
0.47839528325838,11,1,"N/A",2006,25,1
0.724295756002211,30,0,"Eccentricity Big Particle",2006,25,1
0.689103860332235,63,0,">= Max Size",2006,25,1
0.438627729003161,267,0,">= Max Size",2006,25,1
0.411342791421723,121,0,">= Max Size",2006,25,1
0.404634526416893,37,0,">= Max Size",2006,25,1
0.716284952387405,10,0,"Too Many Regions, First Pass",2006,25,1
0.726993897595777,62,0,">= Max Size",2006,25,1
0.45137029622295,19,1,"N/A",2006,25,1
0.714848788830425,211,0,">= Max Size",2006,25,1
0.524951224407849,1048,0,">= Max Size",2006,25,1
0.41522741646057,30,0,"Zero Pixels",2006,25,1
0.231455024943138,10,1,"N/A",2006,25,1
0.559915632006723,18,0,"Zero Pixels",2006,25,1
0.460350632109211,44,0,">= Max Size",2006,25,1
0.486712922024022,13,0,"Zero Pixels",2006,25,1
0.489082196808424,86,0,">= Max Size",2006,25,1
0.505789614981344,13,1,"N/A",2006,25,1
0.30739170958902,123,0,">= Max Size",2006,25,1
0.461880215351701,15,1,"N/A",2006,25,1
0.843719442279433,61,0,">= Max Size",2006,25,1
0.297183510135504,41,0,">= Max Size",2006,25,1
0.490430914305131,11,1,"N/A",2006,25,1
0.482400189573893,115,0,">= Max Size",2006,25,1
0.4618802153517,15,0,"Zero Pixels",2006,25,1
0.82610214521427,67,0,">= Max Size",2006,25,1
0.696005666738834,18,1,"N/A",2006,25,1
0.377153919936041,30,0,"Zero Pixels",2006,25,1
0.702363515871688,16,0,"Eccentricity Big Particle",2006,25,1
0.68469019539811,11,1,"N/A",2006,25,1
0.566884775592215,29,1,"N/A",2006,25,1
0.49406980714921,68,0,">= Max Size",2006,25,1
0.630166852548983,22,1,"N/A",2006,25,1
0.656685445537273,19,1,"N/A",2006,25,1
0.642996107410898,69,0,">= Max Size",2006,25,1
0.644136213842206,189,0,">= Max Size",2006,25,1
0.392708866683687,50,0,">= Max Size",2006,25,1
0.500358275047754,46,0,">= Max Size",2006,25,1
0.610958500409594,17,0,"Zero Pixels",2006,25,1
0.268543077764787,20,1,"N/A",2006,25,1
0.648692862724933,16,1,"N/A",2006,25,1
0.587407799848354,10,1,"N/A",2006,25,1
0.196396101212395,14,0,"Zero Pixels",2006,25,1
0.685645838490268,103,0,">= Max Size",2006,25,1
0.587407799848354,10,1,"N/A",2006,25,1
0.613343092068143,39,0,">= Max Size",2006,25,1
0.472903607729549,12,1,"N/A",2006,25,1
0.643954398876467,11,1,"N/A",2006,25,1
0.557529885758793,23,0,"Zero Pixels",2006,25,1
0.498392676288287,58,0,">= Max Size",2006,25,1
0.552155737589229,41,0,">= Max Size",2006,25,1
0.571051554197847,12,1,"N/A",2006,25,1
0.383221767132256,210,0,">= Max Size",2006,25,1
0.382949815613453,32,0,">= Max Size",2006,25,1
0.625162953246884,12,1,"N/A",2006,25,1
0.4618802153517,15,0,"Zero Pixels",2006,25,1
0.616779180756153,43,0,">= Max Size",2006,25,1
0.370539837489908,26,0,"Zero Pixels",2006,25,1
0.68469019539811,11,1,"N/A",2006,25,1
0.258109284021837,11,0,"Edge",2006,25,1
0.50821995055987,32,0,">= Max Size",2006,25,2
0.266698514493308,25,0,"Edge",2006,25,2
0.301485861994434,41,0,">= Max Size",2006,25,2
0.419131203196807,22,0,"Zero Pixels",2006,25,2
0.641497953868533,33,0,">= Max Size",2006,25,2
0.376343859391412,25,0,"Zero Pixels",2006,25,2
0.665719023448946,16,0,"Zero Pixels",2006,25,2
0.47839528325838,11,1,"N/A",2006,25,2
0.519568222555754,45,0,">= Max Size",2006,25,2
0.508749676198654,25,0,"Zero Pixels",2006,25,2
0.505789614981344,13,0,"Zero Pixels",2006,25,2
0.51007013688784,31,0,">= Max Size",2006,25,2
0.465477773813287,27,0,"Zero Pixels",2006,25,2
0.384633945785502,19,1,"N/A",2006,25,2
0.836973432904718,27,0,"Eccentricity Big Particle",2006,25,2
0.762160485534858,47,0,">= Max Size",2006,25,2
0.524964398857215,80,0,">= Max Size",2006,25,2
0.475270820628804,15,1,"N/A",2006,25,2
0.400216097375678,215,0,">= Max Size",2006,25,2
0.654565834424249,42,0,">= Max Size",2006,25,2
0.68469019539811,11,1,"N/A",2006,25,2
0.630529052957762,17,0,"Zero Pixels",2006,25,2
0.400940435068763,27,0,"Zero Pixels",2006,25,2
0.419131203196807,22,0,"Zero Pixels",2006,25,2
0.560444303308447,29,0,"Zero Pixels",2006,25,2
0.583429476483848,23,0,"Zero Pixels",2006,25,2
0.657535505639407,10,0,"Zero Pixels",2006,25,2
0.68469019539811,11,1,"N/A",2006,25,2
0.516424690840203,22,0,"Zero Pixels",2006,25,2
0.196396101212394,14,0,"Zero Pixels",2006,25,2
0.465043718917539,18,1,"N/A",2006,25,2
0.6116819414364,23,0,"Zero Pixels",2006,25,2
0.529550704984862,102,0,">= Max Size",2006,25,2
0.314967446379614,42,0,">= Max Size",2006,25,2
0.690055960315807,81,0,">= Max Size",2006,25,2
0.586939238480681,82,0,">= Max Size",2006,25,2
0.567786054408382,69,0,">= Max Size",2006,25,2
0.43962432653953,24,0,"Zero Pixels",2006,25,2
0.501439348867888,204,0,">= Max Size",2006,25,2
0.665719023448946,16,0,"Zero Pixels",2006,25,2
0.610958500409594,17,0,"Zero Pixels",2006,25,2
0.672562195561373,151,0,">= Max Size",2006,25,2
0.242300917307668,38,0,">= Max Size",2006,25,2
0.573934555267915,39,0,">= Max Size",2006,25,2
0.505789614981344,13,0,"Zero Pixels",2006,25,2
0.387569233154454,153,0,">= Max Size",2006,25,2
0,12,1,"N/A",2006,25,2
0.587407799848354,10,1,"N/A",2006,25,2
0.782027607586483,30,0,"Zero Pixels",2006,25,2
0.459638129309302,16,1,"N/A",2006,25,2
0.461880215351701,15,0,"Zero Pixels",2006,25,2
0.869404522443868,53,0,">= Max Size",2006,25,2
0.427802850614159,181,0,">= Max Size",2006,25,2
0.47839528325838,11,1,"N/A",2006,25,2
0.657535505639407,10,0,"Zero Pixels",2006,25,2
0.610958500409594,17,1,"N/A",2006,25,2
0.581036218579209,37,0,">= Max Size",2006,25,2
0.726101471182093,11,1,"N/A",2006,25,2
0.567910229910587,26,0,"Zero Pixels",2006,25,2
0.599233362677491,68,0,">= Max Size",2006,25,2
0.625872703298779,22,0,"Zero Pixels",2006,25,2
0.5479227682,220,0,">= Max Size",2006,25,2
0.508879393693056,228,0,">= Max Size",2006,25,2
0.747459295066977,21,0,"Eccentricity Big Particle",2006,25,2
0.595721572620089,16,0,"Zero Pixels",2006,25,2
0.660613165612352,14,1,"N/A",2006,25,2
0.458716059341877,229,0,">= Max Size",2006,25,2
0.61146709399058,21,0,"Zero Pixels",2006,25,2
0.830125840394749,10,0,"Too Many Regions, First Pass",2006,25,2
0.472903607729549,12,1,"N/A",2006,25,2
0.491217355978626,13,0,"Zero Pixels",2006,25,2
0.800693282917968,80,0,">= Max Size",2006,25,2
0.587407799848354,10,1,"N/A",2006,25,2
0.196396101212395,14,0,"Too Many Regions, First Pass",2006,25,2
0.501091593241554,112,0,">= Max Size",2006,25,2
0.484122918275927,14,0,"Zero Pixels",2006,25,2
0.425775101420454,135,0,">= Max Size",2006,25,2
0.350324524872685,22,1,"N/A",2006,25,2
0.661935613731421,99,0,">= Max Size",2006,25,2
0.657535505639407,10,0,"Zero Pixels",2006,25,2
0.32981737429697,83,0,">= Max Size",2006,25,2
0.855956613660449,50,0,">= Max Size",2006,25,2
0.684899537282945,26,0,"Zero Pixels",2006,25,2
0.490600842082754,27,0,"Zero Pixels",2006,25,2
0.397328469893893,16,0,"Zero Pixels",2006,25,2
0.635336782688381,25,0,"Zero Pixels",2006,25,2
0.494704908865935,301,0,">= Max Size",2006,25,2
0.440797235974624,29,1,"N/A",2006,25,2
0.604903245482055,86,0,">= Max Size",2006,25,2
0.312967587186783,38,0,">= Max Size",2006,25,2
0.514018034412942,23,1,"N/A",2006,25,2
0.505789614981344,13,1,"N/A",2006,25,2
0.764076156167919,138,0,">= Max Size",2006,25,2
0.278642795278041,30,1,"N/A",2006,25,2
0.396215802078233,22,1,"N/A",2006,25,2
0.45137029622295,19,1,"N/A",2006,25,2
0.517696512606158,35,0,">= Max Size",2006,25,2
0.397799561235671,35,0,">= Max Size",2006,25,2
0.164463493661805,139,0,">= Max Size",2006,25,2
0.68469019539811,11,1,"N/A",2006,25,2
0.0875080433883535,30,1,"N/A",2006,25,2
0.232818457863886,77,0,">= Max Size",2006,25,2
0.368229847159329,18,0,"Zero Pixels",2006,25,2
0.511841146964191,70,0,">= Max Size",2006,25,2
0.364973230512752,100,0,">= Max Size",2006,25,2
0.45218946100277,24,1,"N/A",2006,25,2
0.482571647971213,104,0,">= Max Size",2006,25,2
0.671062327758506,40,0,">= Max Size",2006,25,2
0.68469019539811,11,1,"N/A",2006,25,2
0.515454221612543,32,0,">= Max Size",2006,25,2
0.4362861342404,55,0,">= Max Size",2006,25,2
0.44386204073494,208,0,">= Max Size",2006,25,2
0.610958500409594,17,1,"N/A",2006,25,2
0.486789375306449,144,0,">= Max Size",2006,25,2
0.266010859449905,55,0,">= Max Size",2006,25,2
0.543568969184345,145,0,">= Max Size",2006,25,2
0.934360866720928,170,0,">= Max Size",2006,25,2
0.587407799848354,10,1,"N/A",2006,25,2
0.415458509716252,267,0,">= Max Size",2006,25,2
0.59225774015139,10,1,"N/A",2006,25,2
0.471362556619427,17,1,"N/A",2006,25,2
0.400320384512718,24,1,"N/A",2006,25,2
0.660686013225431,32,0,">= Max Size",2006,25,2
0.472903607729549,12,1,"N/A",2006,25,2
0.398671150714733,160,0,">= Max Size",2006,25,2
0.472903607729549,12,1,"N/A",2006,25,2
0.465043718917539,18,1,"N/A",2006,25,2
0.496186573208824,70,0,">= Max Size",2006,25,2
0.652996939308922,29,1,"N/A",2006,25,2
0.632901281762321,24,0,"Zero Pixels",2006,25,2
0.492460851921312,267,0,">= Max Size",2006,25,2
0.373350261765226,51,0,">= Max Size",2006,25,2
0.584480718726481,38,0,">= Max Size",2006,25,2
0.511342558555662,14,1,"N/A",2006,25,2
0.68469019539811,11,0,"Zero Pixels",2006,25,2
0.471611000442946,299,0,">= Max Size",2006,25,2
0.322223594602736,325,0,">= Max Size",2006,25,2
0.396580809866088,33,0,">= Max Size",2006,25,2
0.760555277626583,34,0,">= Max Size",2006,25,2
0.371706037179614,35,0,">= Max Size",2006,25,2
0.567911851440628,29,0,"Zero Pixels",2006,25,2
0.606265785261402,18,1,"N/A",2006,25,2
0.231020308762966,31,0,">= Max Size",2006,25,2
0.336163207369247,21,1,"N/A",2006,25,2
0.424523930259837,46,0,">= Max Size",2006,25,2
0.611429250513635,14,1,"N/A",2006,25,2
0.431389107880506,32,0,">= Max Size",2006,25,2
0.95516269185394,12,0,"Edge",2006,25,2
0.679190681416364,26,0,"Zero Pixels",2006,25,2
0.762517145736076,20,0,"Eccentricity Big Particle",2006,25,2
0.196396101212395,14,0,"Zero Pixels",2006,25,2
0.427958782363283,45,0,">= Max Size",2006,25,2
0.32647111491061,67,0,">= Max Size",2006,25,2
0.58761101720751,86,0,">= Max Size",2006,25,2
0.437166244887656,122,0,">= Max Size",2006,25,2
0.383661650001981,20,1,"N/A",2006,25,2
0.297453422351004,28,0,"Zero Pixels",2006,25,2
0.333919616994134,65,0,">= Max Size",2006,25,2
0.528120385554804,87,0,">= Max Size",2006,25,2
0.68469019539811,11,1,"N/A",2006,25,2
0.552059563609233,25,0,"Zero Pixels",2006,25,2
0.286631028100568,63,0,">= Max Size",2006,25,2
0.733437208778444,71,0,">= Max Size",2006,25,2
0.558550062748492,121,0,">= Max Size",2006,25,2
0.644471302683803,64,0,">= Max Size",2006,25,2
0.652071200401997,14,0,"Edge",2006,25,2
0.624895320353377,12,1,"N/A",2006,25,2
0.45137029622295,19,1,"N/A",2006,25,2
0.490430914305131,11,1,"N/A",2006,25,2
0.59225774015139,10,0,"Zero Pixels",2006,25,2
0.479617092294811,289,0,">= Max Size",2006,25,2
0.453521121073022,20,0,"Zero Pixels",2006,25,2
0.231455024943137,10,1,"N/A",2006,25,2
0.505789614981344,13,1,"N/A",2006,25,2
0.9480814476436,89,0,">= Max Size",2006,25,2
0.655330185343117,110,0,">= Max Size",2006,25,2
0.900201556145421,24,0,"Zero Pixels",2006,25,2
0.325085442884091,48,0,">= Max Size",2006,25,2
0.505789614981344,13,0,"Zero Pixels",2006,25,2
0.606265785261402,18,1,"N/A",2006,25,2
0.59850560166458,18,1,"N/A",2006,25,2
0.556385854471424,63,0,">= Max Size",2006,25,2
0.286730120388729,103,0,">= Max Size",2006,25,2
0.851677466061934,138,0,">= Max Size",2006,25,2
0.533637636044582,29,0,"Zero Pixels",2006,25,2
0.694865787582321,122,0,">= Max Size",2006,25,2
0.45886295201442,29,1,"N/A",2006,25,2
0.65058019675762,16,1,"N/A",2006,25,2
0.275473690603501,47,0,">= Max Size",2006,25,2
0.314155723677781,45,0,">= Max Size",2006,25,2
0.196711317628564,17,1,"N/A",2006,25,2
0.468744484914199,45,0,">= Max Size",2006,25,2
0.375159823709004,20,1,"N/A",2006,25,2
0.417853542816983,47,0,">= Max Size",2006,25,2
0.625162953246884,12,1,"N/A",2006,25,2
0.629569707246745,31,0,">= Max Size",2006,25,2
0.55264916343071,63,0,">= Max Size",2006,25,2
0.299224076082721,55,0,">= Max Size",2006,25,2
0.68469019539811,11,1,"N/A",2006,25,2
0.425404998978082,208,0,">= Max Size",2006,25,2
0.458933952594781,50,0,">= Max Size",2006,25,2
0.883215840952676,42,0,">= Max Size",2006,25,2
0.47839528325838,11,1,"N/A",2006,25,2
0.234893235026064,45,0,">= Max Size",2006,25,2
0.699554097273911,51,0,">= Max Size",2006,25,2
0.581902271348902,64,0,">= Max Size",2006,25,2
0.465043718917539,18,1,"N/A",2006,25,2
0.258109284021837,11,1,"N/A",2006,25,2
0.61993821064895,20,1,"N/A",2006,25,2
0.441999457280485,148,0,">= Max Size",2006,25,2
0.700026126442406,18,0,"Zero Pixels",2006,25,2
0.568574161469602,148,0,">= Max Size",2006,25,2
0.899047390103197,21,0,"Zero Pixels",2006,25,2
0.519467372249948,22,0,"Zero Pixels",2006,25,2
0.630126037812605,10,1,"N/A",2006,25,2
0.598438942941721,23,0,"Zero Pixels",2006,25,2
0.720497296728749,34,0,">= Max Size",2006,25,2
0.479631421246169,31,0,">= Max Size",2006,25,2
0.505789614981344,13,0,"Zero Pixels",2006,25,2
0.324756249137967,38,0,">= Max Size",2006,25,2
0.715328798154595,49,0,">= Max Size",2006,25,2
0.632256216290012,40,0,">= Max Size",2006,25,2
0.841001743309054,37,0,">= Max Size",2006,25,2
0.477651819324707,20,1,"N/A",2006,25,2
0.590935499468358,35,0,">= Max Size",2006,25,2
0.533716652170573,21,0,"Zero Pixels",2006,25,2
0.752855139113753,16,0,"Eccentricity Big Particle",2006,25,2
0.691175932719757,144,0,">= Max Size",2006,25,2
0.584610705206073,99,0,">= Max Size",2006,25,2
0.934721562594496,48,0,">= Max Size",2006,25,2
0.439951997990421,55,0,">= Max Size",2006,25,2
0.572834673181958,128,0,">= Max Size",2006,25,2
0.559358507324731,209,0,">= Max Size",2006,25,2
0.560481500362382,96,0,">= Max Size",2006,25,2
0.587407799848354,10,0,"Edge",2006,25,2
0,21,0,"Edge",2006,25,2
0.578864748378096,39,0,">= Max Size",2006,25,2
0.657535505639407,10,0,"Edge",2006,25,2
0.394181139472179,43,0,">= Max Size",2006,25,3
0.742991324507385,20,0,"Edge",2006,25,3
0.754828744133781,25,0,"Edge",2006,25,3
0.777408908167701,40,0,">= Max Size",2006,25,3
0.611429250513636,14,0,"Zero Pixels",2006,25,3
0.468230473974236,23,1,"N/A",2006,25,3
0.710383832955893,26,0,"Zero Pixels",2006,25,3
0.587407799848354,10,1,"N/A",2006,25,3
0.441869190289905,78,0,">= Max Size",2006,25,3
0.588717957066037,49,0,">= Max Size",2006,25,3
0.461661046701606,48,0,">= Max Size",2006,25,3
0.413464088184284,31,0,">= Max Size",2006,25,3
0.721109920631549,59,0,">= Max Size",2006,25,3
0.452486707857609,28,0,"Zero Pixels",2006,25,3
0.602940909075035,61,0,">= Max Size",2006,25,3
0.768244804143634,83,0,">= Max Size",2006,25,3
0.657535505639407,10,0,"Zero Pixels",2006,25,3
0.580992756031227,74,0,">= Max Size",2006,25,3
0.500233770337038,28,0,"Zero Pixels",2006,25,3
0.59225774015139,10,0,"Zero Pixels",2006,25,3
0.633256202195397,115,0,">= Max Size",2006,25,3
0.652071200401997,14,0,"Zero Pixels",2006,25,3
0.587407799848354,10,1,"N/A",2006,25,3
0.450667064165294,17,0,"Zero Pixels",2006,25,3
0.452720172915653,51,0,">= Max Size",2006,25,3
0.619383628521481,18,1,"N/A",2006,25,3
0.660127039845936,36,0,">= Max Size",2006,25,3
0.875117920559123,45,0,">= Max Size",2006,25,3
0.469106092611941,96,0,">= Max Size",2006,25,3
0.363337099423164,44,0,">= Max Size",2006,25,3
0.556434307913004,87,0,">= Max Size",2006,25,3
0.887191557046199,30,0,"Zero Pixels",2006,25,3
0.223532389799229,18,0,"Zero Pixels",2006,25,3
0.658304465709397,116,0,">= Max Size",2006,25,3
0.250718887794239,49,0,">= Max Size",2006,25,3
0.684473410683609,44,0,">= Max Size",2006,25,3
0.424683946663809,33,0,">= Max Size",2006,25,3
0.412246766679071,27,1,"N/A",2006,25,3
0.663749666209437,32,0,">= Max Size",2006,25,3
0.644699483809948,49,0,">= Max Size",2006,25,3
0.848529686843645,25,0,"Too Many Regions, First Pass",2006,25,3
0.733680774469079,15,0,"Eccentricity Big Particle",2006,25,3
0.606666776530791,19,0,"Zero Pixels",2006,25,3
0.600600147125625,15,0,"Zero Pixels",2006,25,3
0.597299551185872,63,0,">= Max Size",2006,25,3
0.764529520427797,208,0,">= Max Size",2006,25,3
0.472903607729549,12,1,"N/A",2006,25,3
0.286711294408944,93,0,">= Max Size",2006,25,3
0.505789614981344,13,1,"N/A",2006,25,3
0.657535505639407,10,1,"N/A",2006,25,3
0.58001252047016,61,0,">= Max Size",2006,25,3
0.452388542494246,31,0,">= Max Size",2006,25,3
0.427917916933607,22,0,"Zero Pixels",2006,25,3
0.453102910436712,143,0,">= Max Size",2006,25,3
0.511983804535552,37,0,">= Max Size",2006,25,3
0.617397290336982,64,0,">= Max Size",2006,25,3
0.548649634176398,20,0,"Zero Pixels",2006,25,3
0.644430353484688,24,0,"Zero Pixels",2006,25,3
0.421299010414496,24,1,"N/A",2006,25,3
0.28581151705476,19,1,"N/A",2006,25,3
0.457937688224491,40,0,">= Max Size",2006,25,3
0.618909510217928,19,1,"N/A",2006,25,3
0.632983080859772,16,1,"N/A",2006,25,3
0.650027085026159,10,1,"N/A",2006,25,3
0.196396101212394,14,0,"Zero Pixels",2006,25,3
0.231455024943137,10,1,"N/A",2006,25,3
